Date of Download: 2023-08-24_17:21:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:9368,9351,9474,9475,11056,11065,11177,10993,11178  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,branching level counting|CO_334:0000079,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh shoot weight measurement in kg per plot|CO_334:0000016,fresh storage root weight per plot|CO_334:0000012,frog skin disease : visual 1-5|CO_334:0000093,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,marketable root number counting|CO_334:0000169,marketable root weight measurement in kg|CO_334:0000131,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,red spider mite severity : visual 1-5|CO_334:0000044,red spider mite severity : visual 1-5|month 7|COMP:0000283,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root number per plot counting|CO_334:0000011,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372429,GM4781-2,,plot,3777660,202156DVGXE_repe_rep1_GM4781-2_20,1,1,20,3,6,test,,4,1,32.27485394,130,34.93589744,,21.8,,3,2,23,,10,20,3,300,40,6,,,3,2,2,2,,4525,417,0,16,1,2,2,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372446,GM4883-3,,plot,3777681,202156DVGXE_repe_rep1_GM4883-3_6,1,1,6,1,6,test,,2,1,32.19221716,150,53.68589744,,33.5,,3,3,32,,8,20,4,270,40,6,,,3,1,1,3,,4350,399,0,6,1,2,4,5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140368,SM1127-8,,plot,3777678,202156DVGXE_repe_rep1_SM1127-8_13,1,1,13,2,2,test,,0,1,32.70359801,350,49.19871795,,30.7,,3,1,40,,12,20,1,350,40,6,,,1,1,1,3,,4450,420,1,8,1,3,3,2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140376,SM1411-5,,plot,3777669,202156DVGXE_repe_rep1_SM1411-5_15,1,1,15,3,1,test,,2,1,30.17745755,120,34.61538462,,21.6,,5,1,32,,12,20,2,350,30,6,,,1,1,2,3,,4550,369,0,15,1,3,1,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140392,SM1438-2,,plot,3777647,202156DVGXE_repe_rep1_SM1438-2_16,1,1,16,3,2,test,,2,1,35.37152466,100,18.42948718,,11.5,,5,2,12,,10,20,3,290,30,6,,,3,1,3,1,,3250,351,0,19,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140637,SM1759-29,,plot,3777657,202156DVGXE_repe_rep1_SM1759-29_17,1,1,17,3,3,test,,0,1,35.29578442,320,17.30769231,,10.8,,4,1,15,,12,20,2,320,30,6,,,3,1,3,1,,4200,452,1,18,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",154839,SM2773-32,,plot,3777642,202156DVGXE_repe_rep1_SM2773-32_7,1,1,7,1,7,test,,3,1,36.0909204,130,40.54487179,,25.3,,4,1,28,,12,20,2,290,40,6,,,3,1,2,3,,4525,505,0,17,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",154913,SM2775-4,,plot,3777661,202156DVGXE_repe_rep1_SM2775-4_9,1,1,9,2,6,check,,4,1,33.08303189,100,43.42948718,,27.1,,5,1,29,,12,20,2,320,30,6,,,3,1,2,3,,4650,448,0,20,1,2,2,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",180741,SM2828-28,,plot,3777644,202156DVGXE_repe_rep1_SM2828-28_5,1,1,5,1,5,test,,2,1,30.77539126,110,55.92948718,,34.9,,4,1,28,,10,20,3,260,30,6,,,3,1,1,3,,4675,394,0,20,1,3,1,5," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",211877,SM3106-14,,plot,3777689,202156DVGXE_repe_rep1_SM3106-14_3,1,1,3,1,3,test,,2,1,33.2134606,240,43.42948718,,27.1,,5,1,34,,14,20,1,320,30,6,,,3,1,2,2,,4525,439,1,20,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",285973,SM3387-40,,plot,3777664,202156DVGXE_repe_rep1_SM3387-40_14,1,1,14,2,1,test,,0,1,30.27845135,350,42.30769231,,26.4,,3,2,25,,12,20,3,350,30,6,,,1,1,2,3,,4275,349,0,18,1,3,3,4," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",298633,SM3464-29,,plot,3777658,202156DVGXE_repe_rep1_SM3464-29_10,1,1,10,2,5,test,,3,1,33.87589162,190,49.51923077,,30.9,,5,1,26,,12,20,2,330,30,6,,,1,2,1,3,,4800,482,0,20,1,2,1,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",310416,SM3559-11,,plot,3777637,202156DVGXE_repe_rep1_SM3559-11_2,1,1,2,1,2,test,,3,1,34.7997921,190,47.75641026,,29.8,,4,2,40,,10,20,3,270,20,6,,,3,1,2,2,,4300,452,0,19,1,2,3,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",316412,SM3638-18,,plot,3777619,202156DVGXE_repe_rep1_SM3638-18_26,1,1,26,4,3,test,,1,1,28.57284377,230,53.04487179,,33.1,,4,1,26,,12,20,1,300,20,6,,,3,1,2,3,,4375,317,1,20,1,2,2,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",316488,SM3640-20,,plot,3777614,202156DVGXE_repe_rep1_SM3640-20_25,1,1,25,4,4,test,,2,1,25.91462264,210,66.82692308,,41.7,,4,1,30,,12,20,1,300,30,6,,,3,1,1,3,,4500,260,3,18,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",316524,SM3641-2,,plot,3777653,202156DVGXE_repe_rep1_SM3641-2_8,1,1,8,2,7,test,,0,1,34.12764093,320,57.8525641,,36.1,,4,1,41,,12,20,2,320,30,6,,,3,2,1,3,,4700,478,0,20,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",236646,SMB2446-2,"Caiseli,Caiselli,CAISELLI",plot,3777624,202156DVGXE_repe_rep1_SMB2446-2_19,1,1,19,3,5,check,,0,1,31.48070175,340,43.58974359,,27.2,,4,1,25,,12,20,1,340,30,6,,,3,1,2,2,,4750,418,0,17,1,2,2,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",147207,TAI8,Tai8,plot,3777618,202156DVGXE_repe_rep1_TAI8_12,1,1,12,2,3,check,,1,1,29.34376977,165,30.60897436,,19.1,,5,1,23,,12,20,1,270,30,6,,,1,1,2,3,,4450,341,0,20,1,3,1,4," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",139257,CG1141-1,,plot,3777622,202156DVGXE_repe_rep2_CG1141-1_42,2,2,42,6,1,check,,0,1,31.66729391,320,35.73717949,,22.3,,4,1,22,,12,20,1,320,40,6,,,3,1,2,2,,3675,327,2,18,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",139268,CM4919-1,,plot,3777692,202156DVGXE_repe_rep2_CM4919-1_40,2,2,40,6,3,check,,2,1,32.58567294,260,42.78846154,,26.7,,5,1,26,,12,20,1,320,40,6,,,3,1,2,2,,4575,429,0,19,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",152748,CM9456-12,,plot,3777613,202156DVGXE_repe_rep2_CM9456-12_38,2,2,38,6,5,test,,0,1,29.7112317,260,28.04487179,,17.5,,3,1,26,,10,20,2,260,30,5,,,3,1,3,2,,4300,338,0,20,1,2,4,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",230102,CM9912-167,,plot,3777616,202156DVGXE_repe_rep2_CM9912-167_48,2,2,48,7,6,test,,0,1,37.79090909,260,44.07051282,,27.5,,4,2,33,,10,20,2,260,60,6,,,3,1,2,3,,4750,570,0,12,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",247097,CM9962-27,,plot,3777691,202156DVGXE_repe_rep2_CM9962-27_47,2,2,47,7,5,test,,0,1,32.54097081,320,57.8525641,,36.1,,5,2,38,,12,20,2,320,40,6,,,3,1,2,3,,4875,456,1,20,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",139299,COL2215,,plot,3777633,202156DVGXE_repe_rep2_COL2215_37,2,2,37,6,6,check,,3,1,29.83985433,170,32.8525641,,20.5,,3,2,26,,6,20,3,260,20,6,,,2,1,3,2,,4250,337,1,14,1,2,1,2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",269469,GM1406-13,,plot,3777683,202156DVGXE_repe_rep2_GM1406-13_53,2,2,53,8,4,test,,1,1,34.28426184,280,34.45512821,,21.5,,3,1,30,,12,20,2,300,40,6,,,3,1,2,2,,4800,492,0,17,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",168179,GM273-57,,plot,3777674,202156DVGXE_repe_rep2_GM273-57_34,2,2,34,5,6,test,,3,1,25.56188355,110,22.59615385,,14.1,,5,1,19,,12,20,3,310,40,2,,,3,1,3,2,,4875,272,0,20,2,2,1,2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372330,GM3937-67,,plot,3777685,202156DVGXE_repe_rep2_GM3937-67_31,2,2,31,5,3,test,,5,1,25.17316145,90,10.73717949,,6.7,,4,2,12,,12,20,3,320,40,6,,,1,1,4,2,,3750,201,1,16,1,3,1,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372403,GM4034-1,,plot,3777673,202156DVGXE_repe_rep2_GM4034-1_30,2,2,30,5,2,test,,6,1,33.97638386,110,50,,31.2,,4,2,32,,12,20,3,250,30,6,,,1,2,1,2,,4300,434,0,20,2,2,2,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372429,GM4781-2,,plot,3777665,202156DVGXE_repe_rep2_GM4781-2_50,2,2,50,8,7,test,,4,1,36.29296913,140,21.15384615,,13.2,,3,3,22,,12,20,4,320,40,6,,,3,1,3,2,,4600,518,0,14,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",2372446,GM4883-3,,plot,3777610,202156DVGXE_repe_rep2_GM4883-3_33,2,2,33,5,5,test,,2,1,25.73422201,120,8.333333333,,5.2,,3,2,8,,10,20,3,190,50,6,,,1,2,4,2,,3400,193,0,4,1,2,3,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140368,SM1127-8,,plot,3777659,202156DVGXE_repe_rep2_SM1127-8_39,2,2,39,6,4,test,,0,1,28.9170073,340,22.91666667,,14.3,,3,1,18,,12,20,1,340,50,3,,,2,1,3,2,,3700,275,1,6,1,2,3,2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140376,SM1411-5,,plot,3777627,202156DVGXE_repe_rep2_SM1411-5_43,2,2,43,7,1,test,,2,1,34.44814126,110,43.10897436,,26.9,,5,1,32,,12,20,2,300,30,6,,,1,1,2,3,,4500,465,0,15,1,2,1,2," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140392,SM1438-2,,plot,3777671,202156DVGXE_repe_rep2_SM1438-2_45,2,2,45,7,3,test,,2,1,32.47501137,120,35.8974359,,22.4,,4,2,29,,12,20,3,300,30,6,,,2,2,2,2,,4850,452,0,19,1,2,1,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",140637,SM1759-29,,plot,3777617,202156DVGXE_repe_rep2_SM1759-29_32,2,2,32,5,4,test,,0,1,24.41634069,300,23.23717949,,14.5,,4,1,17,,12,20,2,300,30,6,,,1,2,3,2,,4625,228,0,19,2,2,1,3," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",154839,SM2773-32,,plot,3777684,202156DVGXE_repe_rep2_SM2773-32_52,2,2,52,8,5,test,,1,1,36.9067355,125,106.25,,66.3,,3,1,61,,10,20,2,220,30,6,,,3,1,1,3,,4600,532,0,18,1,2,1,1," (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9351,202156DVGXE_repe,202156DVGXE_repe,RCBD,5.2,4,,no,no,2021-August-10,2022-August-23,56,"Repelon. Atlantico, Colombia",154913,SM2775-4,,plot,3777675,202156DVGXE_repe_rep2_SM2775-4_49,2,2,49,7,7,check,,3,1,39.11733251,100,46.15384615,,28.8,,4,1,40,,12,20,2,300,30,6,,,3,1,2,2,,3725,471,0,20,1,2,1,1," (Operator: lizbethpino, Time: )"
